Kod Sekolah,Bil,Peringkat Sekolah,PPD,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Alamat
PBA0029,6088,Rendah,PPD SEBERANG PRAI TENGAH,SK MACHANG BUBOK II,JALAN MACHANG BUBOK 1, TAMAN MACHANG BUBOK,14020,BUKIT MERTAJAM,PULAU PINANG,45521475,45521475,,,,"SK MACHANG BUBOK II, JALAN MACHANG BUBOK 1,  TAMAN MACHANG BUBOK, 14020, BUKIT MERTAJAM"
PBA0030,6089,Rendah,PPD SEBERANG PRAI TENGAH,SK TAMAN IMPIAN,TAMAN IMPIAN RIA,14000,BUKIT MERTAJAM,PULAU PINANG,45871620,04-5871659,,,,,"SK TAMAN IMPIAN, TAMAN IMPIAN RIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
PBA1001,6090,Rendah,PPD TIMUR LAUT,SK AYER ITAM,JALAN KAMPONG MELAYU,11500,AYER ITAM,PULAU PINANG,48286785,48286785,,,,,"SK AYER ITAM, JALAN KAMPONG MELAYU, 11500, AYER ITAM, PULAU PINANG"
PBA1002,6091,Rendah,PPD TIMUR LAUT,SK BATU FERINGGHI,BATU FERINGGHI,11100,GEORGETOWN,PULAU PINANG,48813105,48813967,,,,,"SK BATU FERINGGHI, BATU FERINGGHI, 11100, GEORGETOWN, PULAU PINANG"
PBA1003,6092,Rendah,PPD TIMUR LAUT,SK DATO KRAMAT,JALAN PERAK,,10150,GEORGETOWN,PULAU PINANG,42281025,42281025,,,,"SK DATO KRAMAT, JALAN PERAK, 10150, GEORGETOWN"
PBA1005,6093,Rendah,PPD TIMUR LAUT,SK JELUTONG,JALAN JELUTONG,11600,GEORGETOWN,PULAU PINANG,42813599,42813599,,,,,"SK JELUTONG, JALAN JELUTONG, 11600, GEORGETOWN, PULAU PINANG"
PBA1006,6094,Rendah,PPD TIMUR LAUT,SK TAN SRI P.RAMLEE,JALAN TIMAH,10150,GEORGETOWN,PULAU PINANG,42268841,42268841,,,,,"SK TAN SRI P.RAMLEE, JALAN TIMAH, 10150, GEORGETOWN, PULAU PINANG"
PBA1008,6095,Rendah,PPD TIMUR LAUT,SK SRI TANJUNG,JALAN HUTT0N,10050,GEORGETOWN,PULAU PINANG,42262661,42262661,,,,,"SK SRI TANJUNG, JALAN HUTT0N, 10050, GEORGETOWN, PULAU PINANG"
PBA1009,6096,Rendah,PPD TIMUR LAUT,SK SG GELUGOR,JALAN SULTAN AZLAN SHAH,11700,GEORGETOWN,PULAU PINANG,46566624,46566624,,,,,"SK SG GELUGOR, JALAN SULTAN AZLAN SHAH, 11700, GEORGETOWN, PULAU PINANG"
PBA1010,6097,Rendah,PPD BARAT DAYA,SK SG NIBONG,JALAN SULTAN AZLAN SYAH,11900,BAYAN LEPAS,PULAU PINANG,46424678,46424927,,,,,"SK SG NIBONG, JALAN SULTAN AZLAN SYAH, 11900, BAYAN LEPAS, PULAU PINANG"
PBA1011,6098,Rendah,PPD TIMUR LAUT,SK TANJUNG BUNGA,JALAN LEMBAH PERMAI,11200,TANJUNG BUNGAH,PULAU PINANG,48905116,48904115,,,,,"SK TANJUNG BUNGA, JALAN LEMBAH PERMAI, 11200, TANJUNG BUNGAH, PULAU PINANG"
PBA1012,6099,Rendah,PPD TIMUR LAUT,SK TANJONG TOKONG,JALAN HAJI MOHD NOH, TANJONG TOKONG,10470,GEORGETOWN,PULAU PINANG,48990944,48905724,,,,"SK TANJONG TOKONG, JALAN HAJI MOHD NOH,  TANJONG TOKONG, 10470, GEORGETOWN"
PBA1014,6100,Rendah,PPD TIMUR LAUT,SK MINDEN HEIGHT,JALAN 13, CHANGKAT MINDEN ,11700,GELUGOR,PULAU PINANG,46570507,46551306,,,,"SK MINDEN HEIGHT, JALAN 13,  CHANGKAT MINDEN , 11700, GELUGOR"
PBA1015,6101,Rendah,PPD TIMUR LAUT,SPK JALAN HUTTON (P),JALAN HUTTON,10050,GEORGETOWN,PULAU PINANG,42279835,42297092,,,,,"SPK JALAN HUTTON (P), JALAN HUTTON, 10050, GEORGETOWN, PULAU PINANG"
PBA1016,6102,Rendah,PPD TIMUR LAUT,SK JALAN HAMILTON,JALAN HAMILTON,11600,GEORGETOWN,PULAU PINANG,42824203,42824203,,,,,"SK JALAN HAMILTON, JALAN HAMILTON, 11600, GEORGETOWN, PULAU PINANG"
PBA1017,6103,Rendah,PPD TIMUR LAUT,SK BUKIT GAMBIR,JALAN BUKIT GAMBIR,11700,GELUGOR,PULAU PINANG,46582201,46583481,,,,,"SK BUKIT GAMBIR, JALAN BUKIT GAMBIR, 11700, GELUGOR, PULAU PINANG"
PBA1018,6104,Rendah,PPD TIMUR LAUT,SK SERI INDAH,JALAN THEAN TEIK,,11500,AYER ITAM,PULAU PINANG,48276350,48276350,,,,"SK SERI INDAH, JALAN THEAN TEIK, 11500, AYER ITAM"
PBA2001,6105,Rendah,PPD SEBERANG PERAI UTARA,SK ARA RENDANG,KEPALA BATAS,13220,BUTTERWORTH,PULAU PINANG,45755229,45792786,,,,,"SK ARA RENDANG, KEPALA BATAS, 13220, BUTTERWORTH, PULAU PINANG"
PBA2002,6106,Rendah,PPD SEBERANG PERAI UTARA,SK BAGAN AJAM,BAGAN AJAM,13000,BUTTERWORTH,PULAU PINANG,6043237332,6043237332,,,,,"SK BAGAN AJAM, BAGAN AJAM, 13000, BUTTERWORTH, PULAU PINANG"
PBA2003,6107,Rendah,PPD SEBERANG PERAI UTARA,SK BAGAN JERMAL,BAGAN JERMAL,12300,BUTTERWORTH,PULAU PINANG,43321863,43321863,,,,,"SK BAGAN JERMAL, BAGAN JERMAL, 12300, BUTTERWORTH, PULAU PINANG"
PBA2004,6108,Rendah,PPD SEBERANG PERAI UTARA,SK BAGAN TUAN KECHIL,JALAN MENGKUANG,12200,BUTTERWORTH,PULAU PINANG,43326996,43232132,,,,,"SK BAGAN TUAN KECHIL, JALAN MENGKUANG, 12200, BUTTERWORTH, PULAU PINANG"
PBA2005,6109,Rendah,PPD SEBERANG PERAI UTARA,SK BUMBONG LIMA,BUMBONG LIMA,13200,KEPALA BATAS,PULAU PINANG,45757964,45757964,,,,,"SK BUMBONG LIMA, BUMBONG LIMA, 13200, KEPALA BATAS, PULAU PINANG"
PBA2006,6110,Rendah,PPD SEBERANG PERAI UTARA,SK MOHD SHAH,KAMPONG BAHARU,13300,TASEK GELUGUR,PULAU PINANG,45731518,45731518,,,,,"SK MOHD SHAH, KAMPONG BAHARU, 13300, TASEK GELUGUR, PULAU PINANG"
PBA2007,6111,Rendah,PPD SEBERANG PERAI UTARA,SK KAMPONG TO'BEDOR,JALAN KLINIK, KAMPUNG TO' BEDOR,13300,TASEK GELUGOR,PULAU PINANG,45736654,45734663,,,,"SK KAMPONG TO'BEDOR, JALAN KLINIK,  KAMPUNG TO' BEDOR, 13300, TASEK GELUGOR"
PBA2008,6112,Rendah,PPD SEBERANG PERAI UTARA,SK KUALA MUDA,KUALA MUDA,13110,PENAGA,PULAU PINANG,45791991,45791991,,,,,"SK KUALA MUDA, KUALA MUDA, 13110, PENAGA, PULAU PINANG"
PBA2009,6113,Rendah,PPD SEBERANG PERAI UTARA,SK KUALA PERAI,BAGAN DALAM,12100,BUTTERWORTH,PULAU PINANG,43231884,43231884,,,,,"SK KUALA PERAI, BAGAN DALAM, 12100, BUTTERWORTH, PULAU PINANG"
PBA2011,6114,Rendah,PPD SEBERANG PERAI UTARA,SK LAHAR KEPAR,LAHAR KEPAR,13200,KEPALA BATAS,PULAU PINANG,45758751,45758751,,,,,"SK LAHAR KEPAR, LAHAR KEPAR, 13200, KEPALA BATAS, PULAU PINANG"
PBA2012,6115,Rendah,PPD SEBERANG PERAI UTARA,SK PADANG MENORA,PADANG MENORA,13310,TASEK GELUGOR,PULAU PINANG,45733376,45731071,,,,,"SK PADANG MENORA, PADANG MENORA, 13310, TASEK GELUGOR, PULAU PINANG"
PBA2013,6116,Rendah,PPD SEBERANG PERAI UTARA,SK PASIR GEBU,PENAGA,13110,KEPALA BATAS,PULAU PINANG,45791393,45791393,,,,,"SK PASIR GEBU, PENAGA, 13110, KEPALA BATAS, PULAU PINANG"
PBA2014,6117,Rendah,PPD SEBERANG PERAI UTARA,SK PAYA KELADI,JALAN PAYA KELADI,13200,KEPALA BATAS,PULAU PINANG,45752431,45792458,,,,,"SK PAYA KELADI, JALAN PAYA KELADI, 13200, KEPALA BATAS, PULAU PINANG"
PBA2015,6118,Rendah,PPD SEBERANG PERAI UTARA,SK PENAGA,JALAN BAWAH,13100,PENAGA,PULAU PINANG,45792889,45794971,,,,,"SK PENAGA, JALAN BAWAH, 13100, PENAGA, PULAU PINANG"
PBA2016,6119,Rendah,PPD SEBERANG PERAI UTARA,SK PERMATANG BERTAM,PERMATANG BERTAM,13200,KEPALA BATAS,PULAU PINANG,45751973,45752841,,,,,"SK PERMATANG BERTAM, PERMATANG BERTAM, 13200, KEPALA BATAS, PULAU PINANG"
PBA2017,6120,Rendah,PPD SEBERANG PERAI UTARA,SK PERMATANG BINJAI,PENAGA,13100,PENAGA,PULAU PINANG,43514030,43514030,,,,,"SK PERMATANG BINJAI, PENAGA, 13100, PENAGA, PULAU PINANG"
PBA2018,6121,Rendah,PPD SEBERANG PERAI UTARA,SK PERMATANG BULOH,PERMATANG BULOH,13220,KEPALA BATAS,PULAU PINANG,45753958,45753993,,,,,"SK PERMATANG BULOH, PERMATANG BULOH, 13220, KEPALA BATAS, PULAU PINANG"
PBA2019,6122,Rendah,PPD SEBERANG PERAI UTARA,SK PERMATANG JANGGUS,PERMATANG JANGGUS,13100,PENAGA,PULAU PINANG,45761479,45761479,,,,,"SK PERMATANG JANGGUS, PERMATANG JANGGUS, 13100, PENAGA, PULAU PINANG"
PBA2020,6123,Rendah,PPD SEBERANG PERAI UTARA,SK PERMATANG SINTOK,PERMATANG SINTOK,13100,PENAGA,PULAU PINANG,45753907,45753907,,,,,"SK PERMATANG SINTOK, PERMATANG SINTOK, 13100, PENAGA, PULAU PINANG"
PBA2021,6124,Rendah,PPD SEBERANG PERAI UTARA,SK PERMATANG TO'JAYA,SUNGAI DUA,13800,BUTTERWORTH,PULAU PINANG,43515373,43515373,,,,,"SK PERMATANG TO'JAYA, SUNGAI DUA, 13800, BUTTERWORTH, PULAU PINANG"
PBA2022,6125,Rendah,PPD SEBERANG PERAI UTARA,SK PINANG TUNGGAL,PINANG TUNGGAL,13210,KEPALA BATAS,PULAU PINANG,45734000,45734000,,,,,"SK PINANG TUNGGAL, PINANG TUNGGAL, 13210, KEPALA BATAS, PULAU PINANG"
PBA2023,6126,Rendah,PPD SEBERANG PERAI UTARA,SK PULAU MERTAJAM,JALAN PULAU MERTAJAM, PULAU MERTAJAM,13110,PENAGA,PULAU PINANG,45792989,45792989,,,,"SK PULAU MERTAJAM, JALAN PULAU MERTAJAM,  PULAU MERTAJAM, 13110, PENAGA"
PBA2024,6127,Rendah,PPD SEBERANG PERAI UTARA,SK SUNGAI DUA,SUNGAI DUA,13800,BUTTERWORTH,PULAU PINANG,43565297,43565297,,,,,"SK SUNGAI DUA, SUNGAI DUA, 13800, BUTTERWORTH, PULAU PINANG"
PBA2025,6128,Rendah,PPD SEBERANG PERAI UTARA,SK SUNGAI PUYU,JALAN KG BENGGALI, SUNGAI PUYU,13020,BUTTERWORTH,PULAU PINANG,43238786,43235055,,,,"SK SUNGAI PUYU, JALAN KG BENGGALI,  SUNGAI PUYU, 13020, BUTTERWORTH"
PBA2026,6129,Rendah,PPD SEBERANG PERAI UTARA,SK TASEK GELUGOR,JALAN HASHIM AWANG,,13300,TASEK GELUGOR,PULAU PINANG,45731232,45732148,,,,"SK TASEK GELUGOR, JALAN HASHIM AWANG, 13300, TASEK GELUGOR"
PBA2027,6130,Rendah,PPD SEBERANG PERAI UTARA,SK TELOK AYER TAWAR,TELOK AYER TAWAR,13050,BUTTERWORTH,PULAU PINANG,43512534,43512897,,,,,"SK TELOK AYER TAWAR, TELOK AYER TAWAR, 13050, BUTTERWORTH, PULAU PINANG"
PBA2028,6131,Rendah,PPD SEBERANG PERAI UTARA,SK KAMPUNG SELAMAT,KAMPONG SELAMAT,13300,TASEK GELUGOR,PULAU PINANG,45734900,45736313,,,,,"SK KAMPUNG SELAMAT, KAMPONG SELAMAT, 13300, TASEK GELUGOR, PULAU PINANG"
PBA2029,6132,Rendah,PPD SEBERANG PERAI UTARA,SK TAMAN SENANGAN,JALAN TELOK AYER TAWAR,13050,BUTTERWORTH,PULAU PINANG,43514299,43517034,,,,,"SK TAMAN SENANGAN, JALAN TELOK AYER TAWAR, 13050, BUTTERWORTH, PULAU PINANG"
PBA2030,6133,Rendah,PPD SEBERANG PERAI UTARA,SK SUNGAI NYIOR,JLN SUNGAI NYIOR,12100,BUTTERWORTH,PULAU PINANG,43236282,43236282,,,,,"SK SUNGAI NYIOR, JLN SUNGAI NYIOR, 12100, BUTTERWORTH, PULAU PINANG"
PBA2031,6134,Rendah,PPD SEBERANG PERAI UTARA,SK LAHAR YOOI,LAHAR YOOI,13300,TASEK GELUGOR,PULAU PINANG,43566737,45736788,,,,,"SK LAHAR YOOI, LAHAR YOOI, 13300, TASEK GELUGOR, PULAU PINANG"
PBA2032,6135,Rendah,PPD SEBERANG PERAI UTARA,SK PENGKALAN JAYA,JALAN PENGKALAN BATU,13310,TASEK GELUGOR,PULAU PINANG,45732592,45732592,,,,,"SK PENGKALAN JAYA, JALAN PENGKALAN BATU, 13310, TASEK GELUGOR, PULAU PINANG"
PBA2033,6136,Rendah,PPD SEBERANG PERAI UTARA,SK KEPALA BATAS,JALAN TIGA,13200,KEPALA BATAS,PULAU PINANG,45756409,45756409,,,,,"SK KEPALA BATAS, JALAN TIGA, 13200, KEPALA BATAS, PULAU PINANG"
PBA2034,6137,Rendah,PPD SEBERANG PERAI UTARA,SK BERTAM INDAH,TAMAN BERTAM INDAH, KEPALA BATAS,13200,KEPALA BATAS,PULAU PINANG,45791379,45791367,,,,"SK BERTAM INDAH, TAMAN BERTAM INDAH,  KEPALA BATAS, 13200, KEPALA BATAS"
PBA2035,6138,Rendah,PPD SEBERANG PERAI UTARA,SK POKOK SENA,JALAN POKOK MACHANG,13220,KEPALA BATAS,PULAU PINANG,45735991,45736059,,,,,"SK POKOK SENA, JALAN POKOK MACHANG, 13220, KEPALA BATAS, PULAU PINANG"
PBA2036,6139,Rendah,PPD SEBERANG PERAI UTARA,SK PENAGA JAYA,PENAGA,13100,PENAGA,PULAU PINANG,45793633,45791335,,,,,"SK PENAGA JAYA, PENAGA, 13100, PENAGA, PULAU PINANG"
PBA2037,6140,Rendah,PPD SEBERANG PERAI UTARA,SK SERI GEMILANG,JALAN PADANG BANGGALI, TELOK AYER TAWAR,13050,BUTTERWORTH,PULAU PINANG,43511381,43511084,,,,"SK SERI GEMILANG, JALAN PADANG BANGGALI,  TELOK AYER TAWAR, 13050, BUTTERWORTH"
PBA2038,6141,Rendah,PPD SEBERANG PERAI UTARA,SK BERTAM PERDANA,SK BERTAM PERDANA,13200,KEPALA BATAS,PULAU PINANG,45741644,45741641,,,,,"SK BERTAM PERDANA, SK BERTAM PERDANA, 13200, KEPALA BATAS, PULAU PINANG"
PBA2039,6142,Rendah,PPD SEBERANG PERAI UTARA,SK DESA MURNI, SK DESA MURNI, TAMAN SUNGAI DUA UTAMA,13800,BUTTERWORTH,PULAU PINANG,43562921,43562925,,,,"SK DESA MURNI,  SK DESA MURNI,  TAMAN SUNGAI DUA UTAMA, 13800, BUTTERWORTH"
PBA3001,6143,Rendah,PPD BARAT DAYA,SK BATU MAUNG,BAYAN LEPAS,11960,BAYAN LEPAS,PULAU PINANG,46262970,46263427,,,,,"SK BATU MAUNG, BAYAN LEPAS, 11960, BAYAN LEPAS, PULAU PINANG"
PBA3002,6144,Rendah,PPD BARAT DAYA,SK BAYAN LEPAS,JALAN DATO ISMAIL HASHIM,11900,BAYAN LEPAS,PULAU PINANG,46441149,46439420,,,,,"SK BAYAN LEPAS, JALAN DATO ISMAIL HASHIM, 11900, BAYAN LEPAS, PULAU PINANG"
PBA3003,6145,Rendah,PPD BARAT DAYA,SK GENTING,BALIK PULAU,11000,BALIK PULAU,PULAU PINANG,48660830,48664134,,,,,"SK GENTING, BALIK PULAU, 11000, BALIK PULAU, PULAU PINANG"
PBA3004,6146,Rendah,PPD BARAT DAYA,SK KONGSI,JALAN BALIK PULAU,11000,BALIK PULAU,PULAU PINANG,48660021,48660021,,,,,"SK KONGSI, JALAN BALIK PULAU, 11000, BALIK PULAU, PULAU PINANG"
PBA3005,6147,Rendah,PPD BARAT DAYA,SK PERMATANG DAMAR LAUT,JALAN BATU MAUNG,11960,BAYAN LEPAS,PULAU PINANG,46261531,46261531,,,,,"SK PERMATANG DAMAR LAUT, JALAN BATU MAUNG, 11960, BAYAN LEPAS, PULAU PINANG"
PBA3006,6148,Rendah,PPD BARAT DAYA,SEKOLAH KEBANGSAAN TAN SRI AWANG HAD SALLEH,PULAU BETONG,11020,BALIK PULAU,PULAU PINANG,48662329,48662329,,,,,"SEKOLAH KEBANGSAAN TAN SRI AWANG HAD SALLEH, PULAU BETONG, 11020, BALIK PULAU, PULAU PINANG"
PBA3007,6149,Rendah,PPD BARAT DAYA,SK SUNGAI ARA,JALAN DATO ISMAIL HASHIM,11900,BAYAN LEPAS,PULAU PINANG,46439142,46444585,,,,,"SK SUNGAI ARA, JALAN DATO ISMAIL HASHIM, 11900, BAYAN LEPAS, PULAU PINANG"
PBA3008,6150,Rendah,PPD BARAT DAYA,SK SUNGAI KOROK,JALAN BAHARU,11000,BALIK PULAU,PULAU PINANG,48661564,48661564,,,,,"SK SUNGAI KOROK, JALAN BAHARU, 11000, BALIK PULAU, PULAU PINANG"
PBA3009,6151,Rendah,PPD BARAT DAYA,SK SUNGAI PINANG,SUNGAI PINANG,,11010,BALIK PULAU,PULAU PINANG,48662307,48662307,,,,"SK SUNGAI PINANG, SUNGAI PINANG, 11010, BALIK PULAU"
PBA3010,6152,Rendah,PPD BARAT DAYA,SK SUNGAI RUSA,SUNGAI RUSA,11010,BALIK PULAU,PULAU PINANG,48661004,48661004,,,,,"SK SUNGAI RUSA, SUNGAI RUSA, 11010, BALIK PULAU, PULAU PINANG"
PBA3011,6153,Rendah,PPD BARAT DAYA,SK TELOK BAHANG,TELOK BAHANG,11050,TELOK BAHANG,PULAU PINANG,48851231,48851231,,,,,"SK TELOK BAHANG, TELOK BAHANG, 11050, TELOK BAHANG, PULAU PINANG"
PBA3012,6154,Rendah,PPD BARAT DAYA,SK TELOK KUMBAR,TELOK KUMBAR,11920,BAYAN LEPAS,PULAU PINANG,46491952,46496707,,,,,"SK TELOK KUMBAR, TELOK KUMBAR, 11920, BAYAN LEPAS, PULAU PINANG"
PBA3013,6155,Rendah,PPD BARAT DAYA,SK TITI TERAS,TITI TERAS,11000,BALIK PULAU,PULAU PINANG,48662310,48662310,,,,,"SK TITI TERAS, TITI TERAS, 11000, BALIK PULAU, PULAU PINANG"
PBA3014,6156,Rendah,PPD BARAT DAYA,SK BAYAN BARU,BAYAN BARU,11950,BAYAN LEPAS,PULAU PINANG,46422996,46422996,,,,,"SK BAYAN BARU, BAYAN BARU, 11950, BAYAN LEPAS, PULAU PINANG"
PBA3015,6157,Rendah,PPD BARAT DAYA,SK SERI RELAU,JALAN PAYA TERUBONG, RELAU,11900,BAYAN LEPAS,PULAU PINANG,46425207,46420012,,,,"SK SERI RELAU, JALAN PAYA TERUBONG,  RELAU, 11900, BAYAN LEPAS"
PBA3016,6158,Rendah,PPD BARAT DAYA,SK SERI BAYU,TELUK KUMBAR,,11920,BAYAN LEPAS,PULAU PINANG,46491951,46491699,,,,"SK SERI BAYU, TELUK KUMBAR, 11920, BAYAN LEPAS"
PBA3017,6159,Rendah,PPD BARAT DAYA,SK MUTIARA PERDANA,JALAN DATO ISMAIL HASHIM,11900,BAYAN LEPAS,PULAU PINANG,46445500,46445500,,,,,"SK MUTIARA PERDANA, JALAN DATO ISMAIL HASHIM, 11900, BAYAN LEPAS, PULAU PINANG"
PBA3018,6160,Rendah,PPD BARAT DAYA,SK BALIK PULAU,BALIK PULAU,11000,BALIK PULAU,PULAU PINANG,48660682,48667709,,,,,"SK BALIK PULAU, BALIK PULAU, 11000, BALIK PULAU, PULAU PINANG"
PBA3019,6161,Rendah,PPD BARAT DAYA,SK SUNGAI BATU,SUNGAI BATU, TELUK KUMBAR,11920,BAYAN LEPAS,PULAU PINANG,46496795,46496541,,,,"SK SUNGAI BATU, SUNGAI BATU,  TELUK KUMBAR, 11920, BAYAN LEPAS"
PBA3020,6162,Rendah,PPD BARAT DAYA,SK BAYAN LEPAS 2,JALAN DAMAR LAUT INDAH ,11900,BAYAN LEPAS,PULAU PINANG,46463039,46432704,,,,,"SK BAYAN LEPAS 2, JALAN DAMAR LAUT INDAH , 11900, BAYAN LEPAS, PULAU PINANG"
PBA4001,6163,Rendah,PPD SEBERANG PRAI SELATAN,SK BKT TAMBUN,SIMPANG AMPAT,,14110,SIMPANG AMPAT,PULAU PINANG,45888870,45888870,,,,"SK BKT TAMBUN, SIMPANG AMPAT, 14110, SIMPANG AMPAT"
PBA4002,6164,Rendah,PPD SEBERANG PRAI SELATAN,SK KELEDANG JAYA,CHANGKAT,14300,NIBONG TEBAL,PULAU PINANG,45930642,45930642,,,,,"SK KELEDANG JAYA, CHANGKAT, 14300, NIBONG TEBAL, PULAU PINANG"
PBA4003,6165,Rendah,PPD SEBERANG PRAI SELATAN,SK NIBONG TEBAL,JALAN KLINIK,14300,NIBONG TEBAL,PULAU PINANG,45931419,45931419,,,,,"SK NIBONG TEBAL, JALAN KLINIK, 14300, NIBONG TEBAL, PULAU PINANG"
PBA4004,6166,Rendah,PPD SEBERANG PRAI SELATAN,SK PERMATANG TOK MAHAT,JLN. SEMPADAN,14300,NIBONG TEBAL,PULAU PINANG,57163580,57164696,,,,,"SK PERMATANG TOK MAHAT, JLN. SEMPADAN, 14300, NIBONG TEBAL, PULAU PINANG"
PBA4005,6167,Rendah,PPD SEBERANG PRAI SELATAN,SK PULAU AMAN,PULAU AMAN,14100,SIMPANG AMPAT,PULAU PINANG,194167776,45029776,,,,,"SK PULAU AMAN, PULAU AMAN, 14100, SIMPANG AMPAT, PULAU PINANG"
PBA4006,6168,Rendah,PPD SEBERANG PRAI SELATAN,SK SUNGAI ACHEH,SUNGAI ACHEH,14320,NIBONG TEBAL,PULAU PINANG,45981019,45942281,,,,,"SK SUNGAI ACHEH, SUNGAI ACHEH, 14320, NIBONG TEBAL, PULAU PINANG"
PBA4007,6169,Rendah,PPD SEBERANG PRAI SELATAN,SK SUNGAI BAKAP,SUNGAI BAKAP,14200,SUNGAI JAWI,PULAU PINANG,45824225,45824225,,,,,"SK SUNGAI BAKAP, SUNGAI BAKAP, 14200, SUNGAI JAWI, PULAU PINANG"
PBA4008,6170,Rendah,PPD SEBERANG PRAI SELATAN,SK SUNGAI DURI,SUNGAI DURI,14200,SUNGAI JAWI,PULAU PINANG,6045823461,6045823461,,,,,"SK SUNGAI DURI, SUNGAI DURI, 14200, SUNGAI JAWI, PULAU PINANG"
PBA4009,6171,Rendah,PPD SEBERANG PRAI SELATAN,SK SUNGAI KECHIL,SG.KECHIL,14300,NIBONG TEBAL,PULAU PINANG,45936639,45936639,,,,,"SK SUNGAI KECHIL, SG.KECHIL, 14300, NIBONG TEBAL, PULAU PINANG"
PBA4010,6172,Rendah,PPD SEBERANG PRAI SELATAN,SK SUNGAI SETAR,NIBONG TEBAL,14310,NIBONG TEBAL,PULAU PINANG,45981731,45981731,,,,,"SK SUNGAI SETAR, NIBONG TEBAL, 14310, NIBONG TEBAL, PULAU PINANG"
PBA4011,6173,Rendah,PPD SEBERANG PRAI SELATAN,SK SERI TASEK,JALAN TASEK,14120,SIMPANG AMPAT,PULAU PINANG,45887278,45873561,,,,,"SK SERI TASEK, JALAN TASEK, 14120, SIMPANG AMPAT, PULAU PINANG"
PBA4012,6174,Rendah,PPD SEBERANG PRAI SELATAN,SK SG BAKAU,SUNGAI BAKAU,14320,NIBONG TEBAL,PULAU PINANG,45981355,45981355,,,,,"SK SG BAKAU, SUNGAI BAKAU, 14320, NIBONG TEBAL, PULAU PINANG"
PBA4013,6175,Rendah,PPD SEBERANG PRAI SELATAN,SK JAWI,SUNGAI JAWI,,14200,SUNGAI JAWI,PULAU PINANG,45821846,45821846,,,,"SK JAWI, SUNGAI JAWI, 14200, SUNGAI JAWI"
PBA4014,6176,Rendah,PPD SEBERANG PRAI SELATAN,SK SERI SENTOSA,JALAN VICTORIA,14300,NIBONG TEBAL,PULAU PINANG,45930393,45930672,,,,,"SK SERI SENTOSA, JALAN VICTORIA, 14300, NIBONG TEBAL, PULAU PINANG"
PBA4015,6177,Rendah,PPD SEBERANG PRAI SELATAN,SK SAUJANA INDAH,LOT. PT.342 MUKIM 9, JALAN TRANS KRIAN,14300,NIBONG TEBAL,PULAU PINANG,45943991,45943991,,,,"SK SAUJANA INDAH, LOT. PT.342 MUKIM 9,  JALAN TRANS KRIAN, 14300, NIBONG TEBAL"
PBA4016,6178,Rendah,PPD SEBERANG PRAI SELATAN,SK TAMAN MERAK,JALAN PABOI,14100,SIMPANG AMPAT,PULAU PINANG,45874626,45874626,,,,,"SK TAMAN MERAK, JALAN PABOI, 14100, SIMPANG AMPAT, PULAU PINANG"
PBA4017,6179,Rendah,PPD SEBERANG PRAI SELATAN,SK BATU KAWAN,SK BATU KAWAN,SIMPANG AMPAT.,14110,SIMPANG AMPAT,PULAU PINANG,45884391,45884391,,,,"SK BATU KAWAN, SK BATU KAWAN, SIMPANG AMPAT., 14110, SIMPANG AMPAT"
PBA4018,6180,Rendah,PPD SEBERANG PRAI SELATAN,SK TASEK PERMAI,JLN PUTERI GUNUNG 13, TMN PUTERI GUNUNG,14120,SIMPANG AMPAT,PULAU PINANG,45873797,45873797,,,,"SK TASEK PERMAI, JLN PUTERI GUNUNG 13,  TMN PUTERI GUNUNG, 14120, SIMPANG AMPAT"
PBA4019,6181,Rendah,PPD SEBERANG PRAI SELATAN,SK BANDAR TASEK MUTIARA,BANDAR TASEK MUTIARA,14120,SIMPANG AMPAT,PULAU PINANG,45073885,45082807,,,,,"SK BANDAR TASEK MUTIARA, BANDAR TASEK MUTIARA, 14120, SIMPANG AMPAT, PULAU PINANG"
PBA4020,6182,Rendah,PPD SEBERANG PRAI SELATAN,SK BAKAP INDAH,SUNGAI BAKAP,14200,SUNGAI JAWI,PULAU PINANG,45826344,45826346,,,,,"SK BAKAP INDAH, SUNGAI BAKAP, 14200, SUNGAI JAWI, PULAU PINANG"
PBB0018,6183,Rendah,PPD SEBERANG PRAI TENGAH,SK CONVENT,JALAN KULIM,14000,BUKIT MERTAJAM,PULAU PINANG,45398727,45398727,,,,,"SK CONVENT, JALAN KULIM, 14000, BUKIT MERTAJAM, PULAU PINANG"
PBB0019,6184,Rendah,PPD SEBERANG PRAI TENGAH,SK STOWELL,JALAN REES,14000,BUKIT MERTAJAM,PULAU PINANG,45303993,45303993,,,,,"SK STOWELL, JALAN REES, 14000, BUKIT MERTAJAM, PULAU PINANG"
PBB0021,6185,Rendah,PPD SEBERANG PRAI TENGAH,SK KG BARU,JALAN BERJAYA,,14000,BUKIT MERTAJAM,PULAU PINANG,45393623,45385794,,,,"SK KG BARU, JALAN BERJAYA, 14000, BUKIT MERTAJAM"
PBB1013,6186,Rendah,PPD TIMUR LAUT,SK SRI AMAN,JALAN KG MELAYU,11500,AIR ITAM,PULAU PINANG,48287715,48287715,,,,,"SK SRI AMAN, JALAN KG MELAYU, 11500, AIR ITAM, PULAU PINANG"
